split,src,tgt,num_pairs,num_queries
train,K12 V10 K7 V1 K4 V4 K13 V1 K18 V7 <sep> Q18,V7,5,1
train,K6 V4 K0 V15 K4 V5 <sep> Q6,V4,3,1
train,K0 V18 K18 V1 K15 V15 <sep> Q15 Q0,V15 V18,3,2
train,K10 V11 K13 V0 K14 V16 <sep> Q13 Q14 Q10,V0 V16 V11,3,3
train,K7 V16 K14 V12 K17 V15 K3 V9 K8 V3 K19 V12 <sep> Q8 Q17,V3 V15,6,2
train,K3 V4 K16 V4 K0 V1 <sep> Q3 Q0 Q16,V4 V1 V4,3,3
train,K14 V19 K17 V8 K3 V12 K0 V10 K6 V6 K2 V18 <sep> Q17 Q0 Q3,V8 V10 V12,6,3
train,K11 V19 K13 V19 K15 V3 <sep> Q13,V19,3,1
train,K14 V19 K1 V9 K5 V11 <sep> Q14,V19,3,1
train,K9 V11 K10 V3 K14 V17 K15 V12 K11 V4 <sep> Q9,V11,5,1
train,K14 V1 K5 V7 K18 V12 <sep> Q14 Q5 Q18,V1 V7 V12,3,3
train,K5 V0 K0 V5 K19 V3 <sep> Q5 Q0 Q19,V0 V5 V3,3,3
train,K10 V18 K13 V18 K1 V10 <sep> Q13 Q1,V18 V10,3,2
train,K6 V12 K16 V7 K5 V11 K2 V3 <sep> Q5,V11,4,1
train,K5 V13 K8 V4 K1 V17 K12 V6 <sep> Q12,V6,4,1
train,K10 V10 K15 V18 K2 V4 K19 V16 K17 V0 <sep> Q15,V18,5,1
train,K7 V16 K16 V3 K2 V9 K14 V16 <sep> Q14 Q2,V16 V9,4,2
train,K1 V13 K4 V14 K2 V8 K12 V11 K17 V0 K7 V17 <sep> Q7 Q2,V17 V8,6,2
train,K10 V17 K12 V5 K9 V11 K3 V15 K5 V18 K2 V13 <sep> Q5 Q10,V18 V17,6,2
train,K9 V14 K10 V2 K17 V9 K15 V2 K11 V6 <sep> Q15,V2,5,1
train,K17 V10 K18 V11 K8 V6 <sep> Q8,V6,3,1
train,K14 V16 K12 V0 K4 V8 <sep> Q4 Q14 Q12,V8 V16 V0,3,3
train,K11 V15 K2 V18 K10 V5 K7 V5 K14 V0 <sep> Q7 Q14 Q2,V5 V0 V18,5,3
train,K4 V6 K0 V13 K17 V12 K19 V18 <sep> Q4 Q0 Q19,V6 V13 V18,4,3
train,K0 V13 K6 V11 K5 V16 K17 V7 <sep> Q5 Q0 Q6,V16 V13 V11,4,3
train,K19 V5 K0 V10 K16 V16 K6 V18 K8 V10 K15 V9 <sep> Q15,V9,6,1
train,K18 V16 K16 V2 K10 V13 K7 V8 K12 V17 <sep> Q12 Q18 Q16,V17 V16 V2,5,3
train,K12 V6 K16 V17 K11 V0 K6 V5 <sep> Q16 Q11,V17 V0,4,2
train,K12 V11 K9 V14 K14 V8 K16 V2 K13 V15 K15 V17 <sep> Q13 Q15 Q12,V15 V17 V11,6,3
train,K11 V2 K6 V4 K9 V3 K2 V17 <sep> Q11,V2,4,1
train,K16 V7 K15 V18 K2 V2 <sep> Q15 Q2,V18 V2,3,2
train,K0 V1 K8 V10 K17 V15 K3 V11 K7 V2 K1 V9 <sep> Q17 Q3,V15 V11,6,2
train,K16 V1 K6 V19 K1 V19 K9 V7 K2 V12 K18 V0 <sep> Q9 Q1,V7 V19,6,2
train,K6 V18 K12 V5 K11 V10 <sep> Q12 Q11,V5 V10,3,2
val,K8 V0 K11 V17 K6 V8 K0 V17 K4 V19 K10 V9 <sep> Q8 Q4 Q6,V0 V19 V8,6,3
val,K13 V15 K15 V4 K18 V12 <sep> Q13 Q18,V15 V12,3,2
val,K14 V8 K3 V13 K9 V16 K16 V14 K12 V11 <sep> Q3 Q12,V13 V11,5,2
val,K11 V4 K9 V12 K5 V2 K17 V5 <sep> Q17 Q11,V5 V4,4,2
val,K17 V13 K5 V6 K2 V3 <sep> Q17,V13,3,1
val,K6 V16 K18 V13 K2 V12 K9 V11 K10 V5 K16 V10 <sep> Q10,V5,6,1
val,K19 V11 K11 V11 K5 V19 K17 V8 K18 V4 <sep> Q11,V11,5,1
val,K5 V10 K3 V12 K14 V13 K6 V17 K9 V0 K19 V9 <sep> Q9 Q5,V0 V10,6,2
val,K19 V1 K6 V11 K15 V17 K7 V14 <sep> Q7 Q19 Q6,V14 V1 V11,4,3
val,K6 V3 K5 V12 K3 V17 K10 V3 K11 V14 K4 V6 <sep> Q6 Q11 Q5,V3 V14 V12,6,3
val,K15 V17 K9 V15 K0 V9 K3 V5 K5 V2 <sep> Q3 Q15 Q9,V5 V17 V15,5,3
val,K0 V1 K16 V9 K8 V18 K13 V17 <sep> Q13 Q16 Q8,V17 V9 V18,4,3
val,K15 V18 K3 V16 K6 V1 K18 V12 K0 V1 K10 V10 <sep> Q3 Q0,V16 V1,6,2
val,K3 V10 K14 V17 K19 V1 <sep> Q14,V17,3,1
val,K4 V6 K19 V6 K5 V19 K15 V0 <sep> Q19 Q5 Q4,V6 V19 V6,4,3
val,K18 V2 K17 V8 K13 V4 <sep> Q17 Q13,V8 V4,3,2
val,K7 V8 K11 V1 K6 V18 <sep> Q11 Q6 Q7,V1 V18 V8,3,3
val,K11 V1 K19 V7 K15 V3 <sep> Q15 Q19,V3 V7,3,2
val,K11 V2 K8 V5 K2 V3 <sep> Q8 Q2 Q11,V5 V3 V2,3,3
val,K15 V13 K0 V17 K6 V18 K16 V16 K9 V16 <sep> Q15,V13,5,1
val,K17 V3 K18 V14 K7 V17 K0 V7 <sep> Q0 Q17 Q7,V7 V3 V17,4,3
val,K15 V16 K19 V12 K7 V3 K17 V15 K12 V9 <sep> Q12 Q15 Q19,V9 V16 V12,5,3
val,K4 V8 K16 V7 K10 V7 <sep> Q16 Q4 Q10,V7 V8 V7,3,3
val,K10 V5 K11 V10 K12 V19 K14 V16 K0 V11 <sep> Q10 Q0,V5 V11,5,2
val,K4 V9 K6 V4 K11 V4 K12 V9 <sep> Q11,V4,4,1
val,K13 V7 K7 V8 K5 V10 K2 V15 <sep> Q5 Q2,V10 V15,4,2
val,K13 V4 K18 V15 K17 V6 K1 V10 K9 V7 <sep> Q18 Q13,V15 V4,5,2
val,K9 V6 K7 V4 K5 V15 K8 V2 K15 V10 K19 V17 <sep> Q7 Q15 Q8,V4 V10 V2,6,3
val,K18 V4 K15 V9 K3 V13 <sep> Q3,V13,3,1
val,K11 V5 K2 V16 K4 V11 K15 V0 K13 V10 <sep> Q11 Q15 Q13,V5 V0 V10,5,3
val,K19 V2 K3 V12 K8 V6 K6 V5 <sep> Q6 Q19 Q3,V5 V2 V12,4,3
val,K9 V8 K17 V1 K6 V17 K0 V14 <sep> Q17,V1,4,1
val,K0 V4 K19 V13 K17 V16 K15 V16 K1 V19 K7 V4 <sep> Q17 Q1 Q7,V16 V19 V4,6,3
val,K7 V9 K8 V14 K0 V15 K15 V12 <sep> Q0 Q15,V15 V12,4,2
val,K10 V18 K13 V17 K4 V7 <sep> Q10 Q13 Q4,V18 V17 V7,3,3
val,K10 V6 K18 V7 K17 V8 <sep> Q17,V8,3,1
val,K16 V4 K1 V14 K2 V8 K17 V1 <sep> Q1 Q17 Q2,V14 V1 V8,4,3
val,K14 V8 K3 V4 K0 V9 <sep> Q3,V4,3,1
val,K17 V17 K2 V16 K8 V8 K9 V5 K7 V9 K11 V6 <sep> Q9,V5,6,1
val,K0 V3 K16 V18 K7 V1 K15 V12 <sep> Q0 Q15 Q16,V3 V12 V18,4,3
val,K19 V10 K17 V10 K7 V8 <sep> Q7 Q19,V8 V10,3,2
val,K5 V12 K19 V14 K7 V9 K3 V5 <sep> Q7 Q19 Q3,V9 V14 V5,4,3
val,K7 V13 K16 V1 K19 V15 K5 V18 K4 V19 <sep> Q4,V19,5,1
val,K3 V5 K6 V5 K17 V16 K18 V10 K7 V7 <sep> Q17,V16,5,1
val,K14 V19 K13 V5 K8 V8 K12 V10 <sep> Q13 Q8 Q12,V5 V8 V10,4,3
val,K11 V16 K14 V11 K15 V8 K13 V4 K4 V2 <sep> Q13,V4,5,1
val,K14 V5 K19 V14 K10 V4 <sep> Q19,V14,3,1
val,K18 V1 K13 V3 K11 V7 K4 V17 K7 V10 <sep> Q13,V3,5,1
val,K17 V15 K14 V0 K13 V12 K5 V9 K6 V18 K16 V4 <sep> Q5,V9,6,1
val,K8 V3 K0 V16 K9 V8 <sep> Q8 Q0 Q9,V3 V16 V8,3,3
val,K8 V16 K12 V10 K0 V9 K2 V17 K6 V10 K9 V8 <sep> Q6,V10,6,1
val,K12 V12 K4 V9 K16 V15 <sep> Q4,V9,3,1
val,K9 V8 K2 V12 K7 V13 <sep> Q7 Q9,V13 V8,3,2
val,K18 V15 K12 V13 K3 V10 K14 V4 <sep> Q18,V15,4,1
val,K5 V6 K2 V7 K0 V15 K10 V12 K18 V9 <sep> Q5 Q0,V6 V15,5,2
val,K17 V2 K13 V4 K10 V14 <sep> Q13,V4,3,1
val,K2 V6 K1 V15 K11 V9 K17 V11 K13 V17 <sep> Q17 Q2,V11 V6,5,2
val,K13 V7 K0 V0 K3 V16 K2 V1 <sep> Q0 Q2,V0 V1,4,2
val,K4 V10 K12 V14 K16 V1 K6 V16 K19 V11 K11 V14 <sep> Q4 Q11 Q12,V10 V14 V14,6,3
val,K14 V14 K6 V9 K7 V15 <sep> Q7,V15,3,1
val,K12 V6 K2 V19 K0 V16 K6 V8 <sep> Q12 Q6 Q0,V6 V8 V16,4,3
val,K14 V19 K2 V18 K13 V19 <sep> Q2,V18,3,1
val,K1 V12 K13 V1 K11 V2 K17 V2 K4 V2 K6 V12 <sep> Q6 Q17,V12 V2,6,2
val,K18 V6 K0 V8 K19 V17 K17 V13 K11 V18 <sep> Q19,V17,5,1
val,K10 V15 K17 V10 K12 V7 K15 V18 K9 V5 K18 V10 <sep> Q10,V15,6,1
val,K8 V7 K17 V10 K10 V11 <sep> Q8 Q17,V7 V10,3,2
val,K6 V11 K10 V1 K14 V7 K12 V3 K7 V4 <sep> Q10 Q14,V1 V7,5,2
val,K15 V12 K4 V2 K5 V4 K14 V1 K0 V11 K8 V7 <sep> Q15,V12,6,1
val,K17 V5 K14 V1 K7 V11 K5 V13 K12 V5 K0 V3 <sep> Q5,V13,6,1
val,K10 V4 K5 V8 K4 V1 K11 V0 <sep> Q10 Q11,V4 V0,4,2
val,K2 V12 K7 V19 K0 V11 K4 V11 K6 V5 K14 V7 <sep> Q4,V11,6,1
val,K1 V10 K2 V2 K3 V9 K4 V7 K5 V4 K13 V17 <sep> Q3 Q1 Q2,V9 V10 V2,6,3
val,K0 V7 K2 V4 K8 V7 K11 V17 K4 V0 K13 V1 <sep> Q0,V7,6,1
val,K3 V1 K14 V1 K5 V1 K6 V7 <sep> Q5 Q3 Q6,V1 V1 V7,4,3
val,K11 V9 K1 V12 K8 V10 K12 V12 K16 V10 K17 V0 <sep> Q16,V10,6,1
val,K16 V5 K13 V13 K11 V1 <sep> Q13 Q16,V13 V5,3,2
val,K17 V4 K15 V10 K11 V17 K8 V19 K13 V9 <sep> Q17,V4,5,1
val,K9 V8 K14 V8 K8 V6 <sep> Q9 Q14 Q8,V8 V8 V6,3,3
val,K19 V15 K4 V14 K1 V5 <sep> Q19,V15,3,1
val,K5 V2 K6 V3 K15 V1 K13 V14 K1 V15 K12 V15 <sep> Q13 Q1,V14 V15,6,2
val,K8 V12 K0 V16 K17 V2 <sep> Q0 Q17 Q8,V16 V2 V12,3,3
val,K11 V9 K5 V12 K7 V11 K3 V5 <sep> Q11 Q7 Q3,V9 V11 V5,4,3
val,K4 V13 K15 V4 K14 V18 K2 V6 <sep> Q15,V4,4,1
val,K13 V7 K3 V0 K19 V9 K9 V2 K1 V11 K15 V2 <sep> Q15 Q9 Q3,V2 V2 V0,6,3
val,K0 V6 K19 V9 K5 V12 K13 V2 K6 V6 K9 V11 <sep> Q6 Q0 Q9,V6 V6 V11,6,3
val,K18 V6 K17 V6 K10 V3 K13 V12 K8 V8 K11 V16 <sep> Q10 Q11,V3 V16,6,2
val,K6 V7 K11 V1 K0 V6 K5 V2 K12 V9 K4 V12 <sep> Q11 Q5,V1 V2,6,2
val,K7 V0 K17 V2 K15 V15 <sep> Q17 Q15 Q7,V2 V15 V0,3,3
val,K0 V12 K19 V19 K4 V7 K14 V19 <sep> Q4 Q19,V7 V19,4,2
val,K5 V7 K0 V14 K16 V3 K11 V17 K18 V3 K2 V19 <sep> Q18 Q5 Q0,V3 V7 V14,6,3
val,K18 V13 K14 V6 K13 V1 K1 V8 K12 V9 K4 V8 <sep> Q14 Q18 Q12,V6 V13 V9,6,3
val,K13 V13 K1 V13 K17 V0 K19 V19 K4 V10 <sep> Q1,V13,5,1
val,K1 V18 K8 V9 K14 V10 K17 V8 K2 V8 K6 V5 <sep> Q1,V18,6,1
val,K12 V8 K1 V12 K19 V7 K4 V5 K16 V8 K15 V5 <sep> Q12,V8,6,1
val,K9 V16 K0 V6 K19 V11 K1 V11 <sep> Q9,V16,4,1
val,K2 V14 K7 V18 K9 V0 K5 V3 K14 V0 K13 V4 <sep> Q5 Q2 Q13,V3 V14 V4,6,3
val,K10 V8 K4 V14 K17 V10 K6 V10 K8 V10 <sep> Q17,V10,5,1
val,K6 V4 K16 V5 K9 V2 K19 V9 <sep> Q19,V9,4,1
val,K8 V12 K5 V13 K6 V9 K2 V13 K10 V14 <sep> Q2,V13,5,1
val,K8 V5 K4 V11 K16 V3 <sep> Q8,V5,3,1
val,K11 V8 K9 V5 K12 V11 <sep> Q11 Q12,V8 V11,3,2
val,K7 V6 K6 V2 K5 V5 K16 V7 K15 V6 <sep> Q7 Q15,V6 V6,5,2
val,K19 V14 K11 V5 K16 V3 K15 V7 K4 V8 <sep> Q16 Q11,V3 V5,5,2
val,K0 V16 K2 V3 K15 V4 K3 V5 K14 V3 K17 V0 <sep> Q14,V3,6,1
val,K17 V8 K7 V18 K1 V14 K2 V11 <sep> Q1 Q17,V14 V8,4,2
val,K2 V11 K3 V10 K7 V5 <sep> Q7,V5,3,1
val,K12 V18 K11 V11 K9 V8 K13 V7 K5 V9 K14 V3 <sep> Q13 Q14 Q5,V7 V3 V9,6,3
val,K16 V3 K19 V19 K7 V4 K5 V5 K13 V15 K9 V9 <sep> Q13 Q9,V15 V9,6,2
val,K5 V17 K14 V11 K17 V14 <sep> Q14,V11,3,1
val,K7 V4 K14 V0 K2 V16 K5 V12 K1 V0 K4 V19 <sep> Q7,V4,6,1
val,K13 V0 K11 V12 K6 V10 K9 V18 K10 V10 <sep> Q13,V0,5,1
val,K14 V4 K13 V8 K17 V19 K2 V18 K8 V13 K18 V19 <sep> Q8 Q18,V13 V19,6,2
val,K7 V1 K11 V9 K2 V3 <sep> Q7 Q11 Q2,V1 V9 V3,3,3
val,K5 V5 K7 V3 K13 V2 K18 V18 K19 V3 K2 V10 <sep> Q7 Q19 Q5,V3 V3 V5,6,3
val,K11 V5 K10 V16 K19 V13 K2 V1 <sep> Q2 Q10,V1 V16,4,2
val,K5 V6 K12 V16 K14 V8 <sep> Q14,V8,3,1
val,K19 V10 K7 V18 K4 V3 K2 V17 K3 V5 <sep> Q4 Q3 Q19,V3 V5 V10,5,3
val,K13 V4 K1 V13 K7 V19 K10 V11 <sep> Q13 Q1,V4 V13,4,2
val,K5 V13 K17 V17 K13 V1 K7 V0 <sep> Q5,V13,4,1
val,K10 V2 K6 V7 K8 V0 K17 V0 K5 V19 K11 V12 <sep> Q6,V7,6,1
val,K2 V5 K17 V10 K7 V6 K11 V13 <sep> Q2 Q17,V5 V10,4,2
val,K1 V1 K7 V4 K14 V13 K16 V5 <sep> Q14,V13,4,1
val,K4 V1 K5 V10 K10 V18 <sep> Q5 Q10,V10 V18,3,2
val,K1 V14 K17 V16 K2 V17 <sep> Q17 Q1 Q2,V16 V14 V17,3,3
val,K8 V1 K2 V4 K10 V16 K15 V0 K12 V3 <sep> Q12,V3,5,1
val,K17 V6 K2 V4 K6 V19 K19 V13 K18 V12 K4 V11 <sep> Q4 Q19 Q2,V11 V13 V4,6,3
val,K16 V1 K18 V15 K10 V9 K17 V8 <sep> Q16,V1,4,1
val,K17 V2 K14 V2 K2 V10 K19 V0 <sep> Q14 Q17,V2 V2,4,2
val,K10 V9 K3 V2 K19 V18 K9 V15 K12 V6 <sep> Q3,V2,5,1
val,K3 V12 K5 V19 K1 V18 K19 V10 K16 V15 <sep> Q5,V19,5,1
val,K2 V3 K6 V10 K11 V5 K17 V3 K16 V6 K19 V16 <sep> Q16,V6,6,1
val,K0 V12 K14 V7 K3 V3 K6 V0 K11 V5 K18 V13 <sep> Q18,V13,6,1
val,K7 V8 K0 V10 K15 V5 K6 V17 <sep> Q0 Q15,V10 V5,4,2
val,K7 V12 K14 V6 K5 V1 K1 V15 K0 V19 K2 V0 <sep> Q14,V6,6,1
val,K8 V9 K5 V5 K7 V0 K12 V19 <sep> Q8 Q7,V9 V0,4,2
val,K15 V9 K8 V18 K3 V3 K7 V16 K0 V9 K17 V14 <sep> Q0 Q3,V9 V3,6,2
val,K12 V5 K18 V14 K4 V2 <sep> Q18,V14,3,1
val,K15 V7 K3 V1 K17 V11 <sep> Q15 Q3,V7 V1,3,2
val,K12 V2 K18 V5 K13 V13 K19 V5 K7 V18 K6 V16 <sep> Q19,V5,6,1
val,K2 V19 K5 V18 K7 V5 K12 V7 <sep> Q2 Q7 Q5,V19 V5 V18,4,3
val,K19 V4 K13 V16 K1 V12 K18 V17 <sep> Q13,V16,4,1
val,K6 V19 K14 V7 K17 V0 K1 V19 <sep> Q6 Q14 Q1,V19 V7 V19,4,3
val,K5 V6 K9 V6 K0 V13 K17 V17 K8 V19 K2 V13 <sep> Q5 Q17,V6 V17,6,2
val,K0 V15 K11 V2 K3 V14 <sep> Q3,V14,3,1
val,K15 V12 K17 V6 K7 V5 K10 V0 K11 V12 K3 V18 <sep> Q7 Q15 Q3,V5 V12 V18,6,3
val,K8 V14 K0 V17 K18 V9 K11 V11 <sep> Q18 Q8 Q0,V9 V14 V17,4,3
val,K10 V8 K11 V3 K15 V16 K0 V12 <sep> Q11 Q0 Q10,V3 V12 V8,4,3
val,K13 V9 K3 V1 K14 V15 <sep> Q14 Q13 Q3,V15 V9 V1,3,3
val,K3 V4 K4 V9 K19 V18 K0 V10 K12 V11 <sep> Q4 Q0 Q12,V9 V10 V11,5,3
val,K1 V12 K5 V7 K2 V10 K7 V4 K6 V16 K11 V10 <sep> Q5 Q7 Q11,V7 V4 V10,6,3
val,K0 V17 K14 V5 K8 V15 K7 V6 K18 V3 <sep> Q18 Q0 Q8,V3 V17 V15,5,3
val,K11 V4 K0 V14 K3 V11 K7 V9 K18 V11 K6 V3 <sep> Q7 Q0 Q3,V9 V14 V11,6,3
val,K14 V2 K5 V10 K0 V19 <sep> Q14 Q5 Q0,V2 V10 V19,3,3
val,K12 V7 K14 V3 K2 V6 K5 V4 K1 V15 <sep> Q2 Q14,V6 V3,5,2
val,K17 V18 K11 V1 K13 V8 K16 V4 K5 V18 K10 V16 <sep> Q11 Q5,V1 V18,6,2
val,K15 V14 K8 V0 K0 V13 K4 V3 K7 V2 <sep> Q4 Q7,V3 V2,5,2
val,K18 V8 K6 V11 K5 V17 K11 V0 K3 V14 <sep> Q11 Q3,V0 V14,5,2
val,K17 V5 K9 V16 K1 V7 <sep> Q1,V7,3,1
val,K8 V2 K11 V12 K0 V6 K1 V5 K15 V7 <sep> Q8,V2,5,1
val,K17 V0 K0 V18 K8 V1 <sep> Q0,V18,3,1
val,K9 V2 K8 V15 K16 V5 K10 V12 <sep> Q9 Q10 Q16,V2 V12 V5,4,3
val,K12 V15 K2 V17 K7 V16 K3 V12 <sep> Q12,V15,4,1
val,K2 V14 K17 V5 K0 V18 K14 V0 <sep> Q2,V14,4,1
val,K19 V6 K9 V19 K8 V9 <sep> Q9 Q8,V19 V9,3,2
val,K18 V5 K14 V3 K6 V8 K9 V6 K1 V4 <sep> Q18 Q9,V5 V6,5,2
val,K10 V18 K15 V1 K7 V4 K14 V10 <sep> Q14 Q15 Q10,V10 V1 V18,4,3
val,K5 V15 K4 V11 K1 V8 K6 V13 K16 V4 K0 V15 <sep> Q5 Q4,V15 V11,6,2
val,K5 V10 K3 V1 K11 V2 <sep> Q11 Q5 Q3,V2 V10 V1,3,3
val,K12 V18 K8 V4 K7 V15 K0 V19 <sep> Q8,V4,4,1
val,K6 V14 K8 V7 K9 V8 K12 V1 K16 V9 K15 V9 <sep> Q8,V7,6,1
val,K9 V4 K10 V2 K6 V19 K18 V10 K13 V6 K12 V8 <sep> Q18 Q10,V10 V2,6,2
val,K15 V8 K9 V7 K4 V11 <sep> Q9,V7,3,1
val,K9 V6 K17 V1 K0 V1 K4 V7 <sep> Q9 Q0,V6 V1,4,2
val,K17 V6 K7 V7 K16 V1 K13 V1 <sep> Q17 Q13,V6 V1,4,2
val,K10 V2 K3 V14 K16 V3 K19 V11 K0 V17 K9 V15 <sep> Q10,V2,6,1
val,K14 V15 K0 V4 K9 V16 <sep> Q14 Q0 Q9,V15 V4 V16,3,3
val,K19 V10 K13 V15 K3 V13 K15 V12 <sep> Q15,V12,4,1
val,K7 V16 K18 V17 K15 V13 K17 V15 K2 V11 K9 V15 <sep> Q9,V15,6,1
val,K12 V3 K17 V15 K18 V6 K6 V17 K7 V3 <sep> Q18 Q12 Q6,V6 V3 V17,5,3
val,K13 V2 K2 V1 K14 V10 K0 V10 K7 V13 <sep> Q0 Q13 Q2,V10 V2 V1,5,3
val,K18 V8 K16 V17 K7 V15 K1 V10 <sep> Q1,V10,4,1
val,K17 V11 K11 V18 K7 V17 K1 V4 K5 V3 <sep> Q11 Q5 Q1,V18 V3 V4,5,3
val,K8 V0 K3 V4 K16 V6 K15 V12 K4 V15 K12 V14 <sep> Q4,V15,6,1
val,K4 V0 K16 V9 K10 V14 K17 V3 K14 V6 K5 V14 <sep> Q10 Q16,V14 V9,6,2
val,K15 V11 K13 V17 K10 V7 K8 V12 K18 V7 K3 V5 <sep> Q3,V5,6,1
val,K4 V2 K15 V14 K9 V13 K10 V2 K16 V12 K1 V16 <sep> Q16 Q10,V12 V2,6,2
val,K18 V9 K13 V11 K10 V19 K12 V10 <sep> Q12 Q10,V10 V19,4,2
val,K10 V18 K0 V6 K4 V0 K19 V9 K9 V17 K2 V16 <sep> Q2 Q9 Q19,V16 V17 V9,6,3
val,K8 V15 K11 V18 K18 V3 K6 V4 K3 V12 K7 V6 <sep> Q8,V15,6,1
val,K15 V0 K1 V13 K6 V17 K9 V18 <sep> Q15 Q1,V0 V13,4,2
val,K7 V4 K17 V4 K3 V11 <sep> Q17 Q3,V4 V11,3,2
val,K15 V19 K16 V13 K3 V7 K7 V2 K18 V4 K11 V5 <sep> Q7,V2,6,1
val,K13 V7 K7 V13 K3 V11 K1 V10 <sep> Q13 Q3 Q7,V7 V11 V13,4,3
val,K18 V8 K5 V4 K0 V9 K4 V13 K11 V1 <sep> Q5,V4,5,1
val,K10 V10 K8 V15 K17 V1 K3 V3 K13 V17 K15 V15 <sep> Q13,V17,6,1
val,K0 V3 K19 V9 K9 V11 K16 V7 K13 V0 K14 V16 <sep> Q0 Q16 Q13,V3 V7 V0,6,3
val,K8 V4 K17 V4 K6 V0 <sep> Q6,V0,3,1
val,K0 V12 K6 V10 K4 V12 <sep> Q4 Q0 Q6,V12 V12 V10,3,3
val,K18 V7 K5 V18 K14 V13 <sep> Q5,V18,3,1
val,K10 V19 K12 V15 K0 V9 K1 V19 K8 V8 K13 V14 <sep> Q0 Q12 Q10,V9 V15 V19,6,3
val,K7 V1 K3 V15 K9 V11 K0 V6 K6 V16 K18 V10 <sep> Q0,V6,6,1
val,K0 V13 K8 V12 K14 V0 K15 V1 <sep> Q0 Q14,V13 V0,4,2
val,K9 V19 K8 V9 K0 V3 K15 V9 K19 V2 <sep> Q0,V3,5,1
val,K4 V3 K10 V11 K9 V7 <sep> Q9 Q4,V7 V3,3,2
val,K0 V18 K16 V5 K11 V12 <sep> Q16 Q0 Q11,V5 V18 V12,3,3
val,K1 V10 K13 V11 K6 V4 K16 V14 <sep> Q6,V4,4,1
val,K8 V13 K1 V18 K2 V1 K7 V2 K16 V16 K6 V0 <sep> Q16 Q2 Q1,V16 V1 V18,6,3
val,K17 V9 K6 V10 K12 V17 K8 V3 <sep> Q6 Q8,V10 V3,4,2
val,K8 V0 K2 V19 K3 V3 <sep> Q3 Q8 Q2,V3 V0 V19,3,3
val,K15 V17 K7 V10 K16 V19 <sep> Q7 Q15 Q16,V10 V17 V19,3,3
val,K10 V6 K19 V2 K9 V5 K13 V12 K7 V19 K15 V8 <sep> Q13,V12,6,1
val,K13 V2 K15 V11 K16 V12 <sep> Q13 Q15,V2 V11,3,2
val,K9 V10 K1 V13 K11 V1 <sep> Q9 Q11,V10 V1,3,2
val,K0 V10 K8 V1 K11 V14 K2 V6 K17 V14 <sep> Q2,V6,5,1
val,K16 V13 K8 V17 K6 V9 K13 V16 K12 V8 <sep> Q6 Q13 Q12,V9 V16 V8,5,3
val,K7 V8 K14 V12 K16 V19 K8 V2 K2 V6 K3 V14 <sep> Q7 Q8 Q2,V8 V2 V6,6,3
val,K10 V12 K12 V9 K3 V12 K18 V13 K4 V14 K1 V5 <sep> Q3,V12,6,1
val,K4 V9 K6 V8 K8 V13 <sep> Q4 Q6,V9 V8,3,2
val,K3 V14 K7 V18 K6 V13 K16 V3 K11 V17 <sep> Q6 Q16,V13 V3,5,2
val,K0 V7 K5 V14 K11 V16 K8 V4 K10 V17 K4 V18 <sep> Q0,V7,6,1
val,K3 V18 K5 V4 K4 V9 K7 V16 <sep> Q5 Q4,V4 V9,4,2
val,K8 V4 K18 V19 K2 V8 K6 V1 K10 V16 K4 V9 <sep> Q8 Q18 Q6,V4 V19 V1,6,3
val,K9 V9 K2 V2 K11 V12 K8 V17 <sep> Q11,V12,4,1
val,K1 V0 K18 V10 K0 V6 K3 V1 K4 V15 <sep> Q3 Q1 Q4,V1 V0 V15,5,3
val,K1 V18 K4 V17 K9 V18 K19 V11 K7 V16 <sep> Q7 Q1 Q9,V16 V18 V18,5,3
val,K1 V9 K3 V8 K17 V16 K16 V0 K6 V18 K18 V19 <sep> Q6 Q18,V18 V19,6,2
val,K3 V13 K0 V13 K5 V11 K15 V17 K1 V2 <sep> Q5 Q0,V11 V13,5,2
val,K6 V2 K14 V8 K18 V14 K15 V0 K13 V12 K16 V3 <sep> Q15 Q18,V0 V14,6,2
val,K16 V17 K10 V5 K5 V14 <sep> Q16,V17,3,1
val,K9 V0 K6 V1 K16 V3 <sep> Q6 Q16,V1 V3,3,2
val,K9 V11 K4 V1 K14 V19 K3 V12 K13 V15 <sep> Q3 Q4 Q13,V12 V1 V15,5,3
val,K12 V8 K2 V7 K9 V4 K16 V13 K10 V17 <sep> Q9,V4,5,1
val,K4 V6 K3 V8 K6 V0 <sep> Q4 Q6 Q3,V6 V0 V8,3,3
val,K1 V11 K18 V14 K7 V9 <sep> Q1 Q18 Q7,V11 V14 V9,3,3
val,K13 V2 K5 V1 K7 V7 K17 V6 K3 V8 K2 V0 <sep> Q5 Q17,V1 V6,6,2
val,K0 V17 K2 V18 K12 V14 K3 V17 K15 V8 K7 V12 <sep> Q7 Q2,V12 V18,6,2
val,K4 V3 K13 V8 K19 V10 K17 V7 <sep> Q19 Q4,V10 V3,4,2
val,K2 V16 K6 V11 K1 V17 K7 V19 <sep> Q2 Q7,V16 V19,4,2
val,K14 V0 K17 V0 K4 V8 <sep> Q17 Q4,V0 V8,3,2
val,K10 V18 K12 V9 K19 V7 K16 V13 <sep> Q10 Q19,V18 V7,4,2
val,K18 V15 K7 V11 K6 V5 <sep> Q18 Q6,V15 V5,3,2
val,K10 V16 K8 V8 K7 V15 K4 V14 K18 V12 <sep> Q18 Q4,V12 V14,5,2
